site,title,abstract,status,primary_area,keywords,rating,presentation,confidence,soundness,contribution,pdf_link,score_top_overall,llm_category,llm_confidence,llm_reasoning,local_top_overall
https://openreview.net/forum?id=bmQXN1Kg5i,TumorChain: Interleaved Multimodal Chain-of-Thought Reasoning for Traceable Clinical Tumor Analysis,"Accurate tumor analysis is central to clinical radiology and precision oncology, where early detection, reliable lesion characterization, and pathology-level risk assessment directly guide diagnosis, staging, and treatment planning. Chain-of-Thought (CoT) reasoning is particularly critical in this setting, as it enables stepwise interpretation from imaging findings to clinical impressions and pathology-level conclusions, ensuring traceability and reducing diagnostic errors. Here, we target the clinical tumor analysis task and build a large-scale benchmark that operationalizes a multimodal reasoning pipeline, spanning findings, impressions, and pathology predictions. 
We curate TumorCoT, a large-scale dataset of 1.5M CoT-labeled VQA instructions paired with 3D CT scans, with step-aligned rationales and cross-modal alignments along the “findings → impression → pathology” trajectory, enabling standardized evaluation of both final accuracy and reasoning consistency.
We further propose TumorChain, a multimodal interleaved reasoning framework that tightly couples 3D imaging encoders, clinical text understanding, and organ-level vision-language alignment. 
Through cross-modal alignment and iterative interleaved causal reasoning, TumorChain grounds visual evidence, aggregates conclusions, and issues pathology predictions after multiple rounds of self-refinement, improving traceability and reducing hallucination risk.
TumorChain demonstrates consistent gains over strong unimodal and pipeline baselines in lesion detection, impression quality, and pathology classification, and successfully generalizes to the public DeepTumorVQA benchmark. Ablations validate the key contributions of interleaved reasoning and clinical CoT. Clinically, these advances lay the groundwork for reliable, interpretable tumor assessment to support real-world decision-making. We release the task, benchmark, and evaluation protocol to advance safe, explainable, and reproducible multimodal reasoning for high-stakes tumor analysis. Our project is available at https://anonymous.4open.science/r/TumorChain-D6E6.",Poster,"applications to physical sciences (physics, chemistry, biology, etc.)","medical multimodal large language model,  multimodal interleaved Chain-of-Thought (CoT),  tumor analysis","4, 6, 6, 6","3, 3, 3, 3","3, 4, 3, 4","2, 2, 3, 3","3, 3, 3, 3",https://openreview.net/pdf?id=bmQXN1Kg5i,0.10907185187432676,AI for Life Sciences,high,"The paper focuses on clinical tumor analysis and radiology using multimodal AI, which directly aligns with healthcare applications. Although Chain-of-Thought is used, the contribution is domain-specific medical AI rather than general inference optimization.",0.4607530206748748
https://openreview.net/forum?id=xsSJw6jJBL,Photon: Speedup Volume Understanding with Efficient Multimodal Large Language Models,"Multimodal large language models are promising for clinical visual question answering tasks, but scaling to 3D imaging is hindered by high computational costs. Prior methods often rely on 2D slices or fixed-length token compression, disrupting volumetric continuity and obscuring subtle findings. We present Photon, a framework that represents 3D medical volumes with token sequences of variable length.  Photon introduces instruction-conditioned token scheduling and surrogate gradient propagation to adaptively reduce tokens during both training and inference, which lowers computational cost while mitigating the attention dilution caused by redundant tokens. It incorporates a custom backpropagation rule with gradient restoration to enable differentiable optimization despite discrete token drop. To stabilize token compression and ensure reliable use of visual evidence, Photon further applies regularization objectives that mitigate language-only bias and improve reliability. Experiments on diverse medical visual question answering tasks show that Photon achieves state-of-the-art accuracy while reducing resource usage and accelerating both training and inference.",Poster,"applications to computer vision, audio, language, and other modalities","3D Medical Image Analysis, Medical VQA, Medical VLM","4, 4, 6, 8","2, 3, 4, 2","3, 4, 5, 3","3, 3, 4, 4","2, 2, 3, 4",https://openreview.net/pdf?id=xsSJw6jJBL,0.6036487578145139,AI for Life Sciences,high,"The paper focuses on clinical visual question answering and 3D medical imaging, tailoring efficiency methods to preserve volumetric continuity specific to healthcare data. Therefore, the primary contribution is enabling AI applications in the medical domain rather than general inference optimization.",0.4588267486161389
https://openreview.net/forum?id=quxeCxJwKm,Shrinking Proteins with Diffusion,"Many proteins useful in modern medicine or bioengineering are challenging to make in the lab, fuse with other proteins in cells, or deliver to tissues in the body because their sequences are too long.
Shortening these sequences typically involves costly, time-consuming experimental campaigns.
Ideally, we could instead use modern models of massive databases of sequences from nature to learn how to propose shrunken proteins that resemble sequences found in nature.
Unfortunately, these models struggle to efficiently search the combinatorial space of all deletions, and are not trained with inductive biases to learn how to delete.
To address this gap, we propose SCISOR, a novel discrete diffusion model that deletes letters from sequences to generate protein samples that resemble those found in nature.
To do so, SCISOR trains a de-noiser to reverse a forward noising process that adds random insertions to natural sequences.
As a generative model, SCISOR fits evolutionary sequence data competitively with previous large models.
In evaluation, SCISOR achieves state-of-the-art predictions of the functional effects of deletions on ProteinGym.
Finally, we use the SCISOR de-noiser to shrink long protein sequences, and show that its suggested deletions result in significantly more realistic proteins and more often preserve functional motifs than previous models of evolutionary sequences.",Poster,"probabilistic methods (Bayesian methods, variational inference, sampling, UQ, etc.)","Proteins, Generative model, diffusion, discrete diffusion","4, 4, 4, 6, 8","3, 3, 2, 3, 4","3, 4, 3, 4, 4","3, 3, 2, 3, 4","3, 3, 3, 3, 3",https://openreview.net/pdf?id=quxeCxJwKm,0.25974162766787817,AI for Life Sciences,high,The paper presents a diffusion model designed specifically for modifying protein sequences to aid in medicine and bioengineering. This focus on biological data and healthcare applications fits the AI for Life Sciences category.,0.45188358042314897
https://openreview.net/forum?id=Se3YaqtjqE,Convex Efficient Coding,"Why do neurons encode information the way they do? Normative answers to this question model neural activity as the solution to an optimisation problem; for example, the celebrated efficient coding hypothesis frames neural activity as the optimal encoding of information under efficiency constraints. Successful normative theories have varied dramatically in complexity, from simple linear models (Atick & Redlich, 1990), to complex deep neural networks (Lindsay, 2021). What complex models gain in flexibility, they lose in tractability and often understandability. Here, we split the difference by constructing a set of tractable but flexible normative representational theories. Instead of optimising the neural activities directly, following (Sengupta et al. 2018), we instead optimise the representational similarity, a matrix formed from the dot products of each pair of neural responses. Using this, we show that a large family of interesting optimisation problems are convex. This includes problems corresponding to linear and some non-linear neural networks, and problems from the literature not previously recognised as convex such as modified versions of semi-nonnegative matrix factorisation or nonnegative sparse coding. We put these findings to work in two ways. First, we extend previous results on modularity and mixed selectivity in neural activity; in so doing we provide the first necessary and sufficient identifiability result for a form of semi-nonnegative matrix factorisations. Second, we seek to understand the meaningfulness of single neural tuning curves as compared to neural representations. In particular we derive an identifiability result stating that, for an optimal representational similarity matrix, if neural tunings are `different enough' then they are uniquely linked to the optimal representational similarity, partially justifying the use of single neuron tuning analysis in neuroscience. In sum, we identify an interesting space of convex problems, and use that to derive neural coding results.",Poster,applications to neuroscience & cognitive science,"Neuroscience, Representation, Identifiability","2, 6, 8, 8","2, 3, 4, 3","4, 4, 4, 3","2, 3, 4, 3","2, 3, 3, 3",https://openreview.net/pdf?id=Se3YaqtjqE,0.2987328119324748,AI for Life Sciences,high,"The paper develops normative theories for neural activity and coding, specifically targeting neuroscience applications like neural tuning curves. This falls squarely under the neuroscience and cognitive science scope of AI for Life Sciences.",0.4495350259621498
https://openreview.net/forum?id=aQKVfKOkR5,Exploring Synthesizable Chemical Space with Iterative Pathway Refinements,"A well-known pitfall of molecular generative models is that they are not guaranteed to generate synthesizable molecules. Existing solutions for this problem often struggle to effectively navigate exponentially large combinatorial space of synthesizable molecules and suffer from poor coverage. To address this problem, we introduce ReaSyn, an iterative generative pathway refinement framework that obtains synthesizable analogs to input molecules by projecting them onto synthesizable space. Specifically, we propose a simple synthetic pathway representation that allows for generating pathways in both bottom-up and top-down traversal of synthetic trees. We design ReaSyn so that both bottom-up and top-down pathways can be sampled with a single unified autoregressive model. ReaSyn can thus iteratively refine subtrees of generated synthetic trees in a bidirectional manner. Further, we introduce a discrete flow model that refines the generated pathway at the entire pathway level with edit operations: insertion, deletion, and substitution. The iterative refinement cycle of (1) bottom-up decoding, (2) top-down decoding, and (3) holistic editing constitutes a powerful pathway reasoning strategy, allowing the model to explore the vast space of synthesizable molecules. Experimentally, ReaSyn achieves the highest reconstruction rate and pathway diversity in synthesizable molecule reconstruction and the highest optimization performance in synthesizable goal-directed molecular optimization, and significantly outperforms previous synthesizable projection methods in synthesizable hit expansion. These results highlight ReaSyn's superior ability to navigate combinatorially-large synthesizable chemical space.",Oral,"applications to physical sciences (physics, chemistry, biology, etc.)","drug discovery, molecule generation, synthesizable molecule design","4, 4, 6, 8","3, 1, 3, 3","5, 4, 4, 3","4, 3, 3, 3","3, 2, 3, 3",https://openreview.net/pdf?id=aQKVfKOkR5,0.43367658390919034,AI for Life Sciences,high,"The paper focuses on generative models for synthesizable molecules and chemical pathway refinement, which are core tasks in computational chemistry and drug discovery. This aligns directly with the molecular modeling and life sciences focus of the AI for Life Sciences category.",0.44070152055470213
https://openreview.net/forum?id=V1i58pZmp3,Optimal transport unlocks end-to-end learning for single-molecule localization,"Single‑molecule localization microscopy (SMLM) allows reconstructing cellular organelles and biology-relevant structures far beyond the limited spatial resolution imposed by optics constrains, using tagged biomolecule positions. Currently, efficient SMLM requires non‑overlapping emitting fluorophores, to ensure proper image deconvolution leading to long acquisition times that hinders live‑cell imaging. Recent deep‑learning approaches can handle denser emissions, but they rely on variants of non‑maximum suppression (NMS) layers, which are unfortunately non‑differentiable and may discard true positives with their local fusion strategy. 
In this presentation, we reformulate the SMLM training objective as a set‑matching problem, deriving an optimal‑transport loss that eliminates the need for NMS during inference and enables end‑to‑end training. 
Additionally, we propose an iterative neural network that integrates knowledge of the microscope’s optical system inside our model. Experiments on synthetic benchmarks and real biological data show that both our new loss function and architecture surpass the state of the art at moderate and high emitter densities. Code is available at \url{anonymized_url}.",Poster,"applications to physical sciences (physics, chemistry, biology, etc.)","Single Molecule Localization Microscopy, SMLM, High-Density, Learning, Deep Learning, Inverse Problems, Iterative Refinement","2, 6, 6, 8","2, 4, 3, 3","5, 4, 4, 5","2, 3, 3, 4","2, 3, 3, 3",https://openreview.net/pdf?id=V1i58pZmp3,0.2044418047641308,AI for Life Sciences,high,"This paper introduces a deep learning approach tailored for single-molecule localization microscopy to reconstruct cellular organelles. As the core contribution targets biological imaging and analysis, it falls under AI for Life Sciences.",0.43779354574767765
https://openreview.net/forum?id=IruPup3KnX,ConfHit: Conformal Generative Design via Nested Testing,"The success of deep generative models in scientific discovery requires not only the ability to generate novel candidates but also reliable guarantees that these candidates indeed satisfy desired properties.  Recent conformal-prediction methods offer a path to such guarantees, but its application to generative modeling in drug discovery is limited by budget constraints, lack of oracle access, and distribution shift. To this end, we introduce ConfHit, a distribution-free framework that provides validity guarantees under these conditions. ConfHit formalizes two central questions: (i) Certification: whether a generated batch can be guaranteed to contain at least one hit with a user-specified confidence level, and (ii) Design: whether the generation can be refined to a compact set without weakening this guarantee. ConfHit leverages weighted exchangeability between historical and generated samples to eliminate the need for an experimental oracle, constructs multiple-sample density-ratio weighted conformal p-value to quantify statistical confidence in hits, and proposes a nested testing procedure to certify and refine candidate sets of multiple generated samples while maintaining statistical guarantees. Across representative generative molecule design tasks and a broad range of methods, ConfHit consistently delivers valid coverage guarantees at multiple confidence levels while maintaining compact certified sets, establishing a principled and reliable framework for generative modeling.",Poster,"probabilistic methods (Bayesian methods, variational inference, sampling, UQ, etc.)","conformal prediction, generative modeling, risk control, molecule generation, applications to drug discovery","4, 6, 6, 6","3, 3, 3, 4","3, 3, 2, 4","3, 3, 3, 2","3, 3, 2, 4",https://openreview.net/pdf?id=IruPup3KnX,0.2515192563862192,AI for Life Sciences,high,"The paper develops a framework to provide statistical guarantees for generative models specifically applied to drug discovery and molecular design. This aligns directly with the AI for Life Sciences category, which explicitly includes drug discovery and molecular modeling.",0.4214875564128736
https://openreview.net/forum?id=VDg6Pv4S3v,Bayesian Test-Time Adaptation via Dirichlet feature projection and GMM-Driven Inference for Motor Imagery EEG Decoding,"Generalization in EEG-based motor imagery (MI) brain-computer interfaces (BCIs) is hampered by cross-subject and cross-session variability. Although large-scale EEG pretraining has advanced representation learning, their practical deployment is hindered by the need for costly fine-tuning to overcome significant domain shifts. Test-time adaptation (TTA) methods that adapt models during inference offer a promising solution. However, existing EEG-TTA methods either rely on gradient-based fine-tuning (suffering from high computational cost and catastrophic forgetting) or data alignment strategies (failing to capture shifts in temporal predictive embeddings). To address these limitations, we propose BTTA-DG, a novel Bayesian Test-Time Adaptation framework that performs efficient, gradient-free adaptation by modeling the distribution of temporal predictive embeddings. Our approach first employs a lightweight SincAdaptNet with learnable filters to extract task-specific frequency bands. We then introduce a novel Dirichlet feature projection that maps temporal embeddings onto a compact and interpretable parameter space, effectively capturing the concentration of time-varying predictive evidence. Adaptation is achieved via a GMM-driven Bayesian inference mechanism, which models the historical distribution of these Dirichlet parameters and fuses this evidence with the model's prior predictions to calibrate outputs for the target domain. Extensive experiments show that BTTA‑DG significantly outperforms previous EEG‑TTA methods, achieving state‑of‑the‑art accuracy while running at real‑time speed. Furthermore, visualizations confirm the physiological interpretability of our learned filters and the robust class separability of our Dirichlet feature space.",Poster,applications to neuroscience & cognitive science,"Brain-computer interface, motor imagery, test-time adaptation, Dirichlet distribution, Bayesian inference","4, 6, 6","2, 3, 3","4, 3, 3","2, 3, 3","3, 3, 3",https://openreview.net/pdf?id=VDg6Pv4S3v,0.13565404103549702,AI for Life Sciences,high,"The study focuses on decoding EEG signals for brain-computer interfaces, a core neuroscience and healthcare application. The proposed adaptation method is specifically designed for biological signal variability rather than general inference optimization.",0.39803379999475363
https://openreview.net/forum?id=lK82jpa8jr,HEIST: A Graph Foundation Model for Spatial Transcriptomics and Proteomics Data,"Single-cell transcriptomics and proteomics have become a great source for data-driven insights into biology, enabling the use of advanced deep learning methods to understand cellular heterogeneity and gene expression at the single-cell level. With the advent of spatial-omics data, we have the promise of characterizing cells within their tissue context as it provides both spatial coordinates and intra-cellular transcriptional or protein counts. Beyond transcriptomics, proteomics offers a complementary view by directly measuring proteins, which are the primary effectors of cellular function and key therapeutic targets. However, existing models either ignore the spatial information or the complex genetic and proteomic programs within cells. Thus they cannot infer how cell internal regulation adapts to microenvironmental cues. Furthermore, these models often utilize fixed gene vocabularies, hindering their generalizability to datasets with different genes than pretraining. In this paper, we introduce HEIST, a hierarchical graph transformer foundation model for spatial transcriptomics and proteomics. HEIST models tissues as hierarchical graphs. The higher level graph is a spatial cell graph, and each cell in turn, is represented by its lower level gene co-expression network graph. Rather than using a fixed gene vocabulary, HEIST computes gene embeddings from its co-expression network and cellular context. HEIST  achieves this by performing both intra-level and cross-level message passing to utilize the hierarchy in its embeddings and can thus generalize to novel datatypes including spatial proteomics without retraining. HEIST is pretrained on 22.3M cells from 124 tissues across 15 organs using spatially-aware contrastive and masked autoencoding objectives. Unsupervised analysis of HEIST embeddings reveals spatially informed subpopulations missed by prior models. Downstream evaluations demonstrate generalizability to proteomics data and state-of-the-art performance in clinical outcome prediction, cell type annotation, and gene imputation across multiple technologies.",Poster,"applications to physical sciences (physics, chemistry, biology, etc.)","Pretrained models, Spatial transcriptomics, AI for Science","4, 4, 6, 6","3, 3, 3, 2","4, 3, 2, 5","3, 3, 3, 3","3, 3, 3, 3",https://openreview.net/pdf?id=lK82jpa8jr,0.25991795328095213,AI for Life Sciences,high,The paper presents a graph foundation model tailored for analyzing spatial transcriptomics and proteomics data to understand cellular biology. This directly aligns with AI applications in biology and healthcare rather than general machine learning or infrastructure.,0.3951760746334182
https://openreview.net/forum?id=n7viYE7Xbo,BigMaQ: A Big Macaque Motion and Animation Dataset Bridging Image and 3D Pose Representations,"The recognition of dynamic and social behavior in animals is fundamental for advancing several areas of the life sciences, including ethology, ecology, medicine and neuroscience. Recent progress in deep learning has enabled an automated recognition of such behavior from video data. However, an accurate reconstruction of the three-dimensional (3D) pose and shape has not been integrated into this process. Especially for non-human primates, the animals phylogenetically closest to humans, mesh-based tracking efforts lag behind those for other species, leaving pose descriptions restricted to sparse keypoints that are unable to fully capture the richness of action dynamics. To address this gap, we introduce the $\textbf{Big Ma}$ca$\textbf{Q}$ue 3D Motion and Animation Dataset ($\texttt{BigMaQ}$), a large-scale dataset comprising more than 750 scenes of interacting rhesus macaques with detailed 3D pose descriptions of skeletal joint rotations. Recordings were obtained from 16 calibrated cameras and paired with action labels derived from a curated ethogram. Extending previous surface-based animal tracking methods, we construct subject-specific textured avatars by adapting a high-quality macaque template mesh to individual monkeys. This allows us to provide pose descriptions that are more accurate than previous state-of-the-art surface-based animal tracking methods. From the original dataset, we derive BigMaQ500, an action recognition benchmark that links surface-based pose vectors to single frames across multiple individual monkeys. By pairing features extracted from established image and video encoders with and without our pose descriptors, we demonstrate substantial improvements in mean average precision (mAP) when pose information is included. With these contributions, $\texttt{BigMaQ}$ establishes the first dataset that both integrates dynamic 3D pose-shape representations into the learning task of animal action recognition and provides a rich resource to advance the study of visual appearance, posture, and social interaction in non-human primates. The code and data are publicly available at [https://martinivis.github.io/BigMaQ/](https://martinivis.github.io/BigMaQ/).",Poster,"applications to computer vision, audio, language, and other modalities","surface tracking, action recognition, benchmark, animals","2, 4, 6, 8","4, 2, 3, 4","4, 3, 3, 3","3, 2, 2, 3","3, 4, 2, 4",https://openreview.net/pdf?id=n7viYE7Xbo,-0.17745642745428905,AI for Life Sciences,high,The paper focuses on AI-driven 3D pose estimation for macaques to advance biological research in ethology and neuroscience. This directly aligns with AI applications in biology and life sciences rather than general computer vision.,0.3839879224326093
https://openreview.net/forum?id=24QKU4iqft,SynCoGen: Synthesizable 3D Molecule Generation via Joint Reaction and Coordinate Modeling,"Ensuring synthesizability in generative small molecule design remains a major challenge. While recent developments in synthesizable molecule generation have demonstrated promising results, these efforts have been largely confined to 2D molecular graph representations, limiting the ability to perform geometry-based conditional generation. In this work, we present SYNCOGEN (Synthesizable Co-Generation), a single framework that combines simultaneous masked graph diffusion and flow matching for synthesizable 3D molecule generation. SYNCOGEN samples from the joint distribution of molecular building blocks, chemical reactions, and atomic coordinates. To train the model, we curated SYNSPACE, a dataset containing over 600K synthesis-aware building block graphs and 3.3M conformers. SYNCOGEN achieves state-of-the-art performance in unconditional small molecule graph and conformer generation, and the model delivers competitive performance in zero-shot molecular linker design and pharmacophore conditioning for protein ligand generation in drug discovery. Overall, this multimodal formulation represents a foundation for future applications enabled by non-autoregressive molecular generation, including analog expansion, lead optimization, and direct structure conditioning.",Poster,generative models,"molecule, generation, flowmatching, diffusion, chemistry, synthesizable","4, 4, 6, 6","3, 1, 2, 2","4, 4, 3, 4","2, 3, 3, 3","3, 3, 3, 3",https://openreview.net/pdf?id=24QKU4iqft,0.08994577937562868,AI for Life Sciences,high,The paper introduces a framework for 3D molecule generation aimed at drug discovery and synthesizability. This aligns directly with AI for Life Sciences due to the focus on molecular modeling and pharmaceutical applications.,0.3770508465719814
https://openreview.net/forum?id=zrCGvLOrTL,Take Note: Your Molecular Dataset Is Probably Aligned,"Massive training datasets are fueling the astounding progress in molecular machine learning. Since these datasets are typically generated with computational chemistry codes which do not randomize pose, the resulting geometries are usually not randomly oriented. While cheminformaticians are well aware of this fact, it can be a real pitfall for machine learners entering the burgeoning field of molecular machine learning. We demonstrate that molecular poses in the popular datasets QM9, QMugs and OMol25 are indeed biased. While the fact can easily be overseen by visual inspection alone, we show that a simple classifier can separate original data samples from randomly rotated ones with high accuracy. Second, we validate empirically that neural networks can and do exploit the orientedness in these datasets by successfully training a model on chemical property regression using the molecular orientation as _sole_ input. Third, we present visualizations of all molecular orientations and confirm that chemically similar molecules tend to have similar canonical poses. In summary, we recall and document orientational bias in the prevalent datasets that machine learners should be aware of.",Poster,"applications to physical sciences (physics, chemistry, biology, etc.)","molecular machine learning, datasets, orientation bias, equivariance, 3D orientation","2, 4, 8, 10","2, 2, 4, 3","4, 3, 4, 5","2, 2, 3, 4","2, 2, 3, 4",https://openreview.net/pdf?id=zrCGvLOrTL,0.010056759913984525,AI for Life Sciences,high,The paper investigates dataset biases specifically within molecular machine learning and computational chemistry. This falls squarely under molecular modeling and AI applications for life sciences.,0.373726859662027
https://openreview.net/forum?id=JV1eUVA6W7,SEED: Towards More Accurate Semantic Evaluation for Visual Brain Decoding,"We present SEED ($\textbf{Se}$mantic $\textbf{E}$valuation for Visual Brain $\textbf{D}$ecoding), a novel metric for evaluating the semantic decoding performance of visual brain decoding models. It integrates three complementary metrics, each capturing a different aspect of semantic similarity between images inspired by neuroscientific findings. Using carefully crowd-sourced human evaluation data, we demonstrate that SEED achieves the highest alignment with human evaluation, outperforming other widely used metrics.
Through the evaluation of existing visual brain decoding models with SEED, we further reveal that crucial information is often lost in translation, even in the state-of-the-art models that achieve near-perfect scores on existing metrics. This finding highlights the limitations of current evaluation practices and provides guidance for future improvements in decoding models.
Finally, to facilitate further research, we open-source the human evaluation data, encouraging the development of more advanced evaluation methods for brain decoding.",Poster,applications to neuroscience & cognitive science,"Brain Decoding, fMRI, Evaluation Metric","4, 6, 6","3, 3, 3","4, 3, 5","3, 3, 4","2, 3, 3",https://openreview.net/pdf?id=JV1eUVA6W7,0.48105539623057203,AI for Life Sciences,high,"The paper introduces evaluation metrics for visual brain decoding models, which is a core neuroscience application. This aligns directly with the AI for Life Sciences category that explicitly covers neuroscience.",0.3560991927190401
https://openreview.net/forum?id=RZ8esDBqMJ,A tale of two tails: Preferred and anti-preferred natural stimuli in visual cortex,"A fundamental quest in neuroscience is to find the preferred stimulus of a sensory neuron. This search lays the foundation for understanding how selectivity emerges in the primate visual stream---from simple edge-detecting neurons to highly-selective ""grandmother"" neurons---as well as for the architectures and activation functions of deep neural networks. The prevailing notion is that a visual neuron primarily responds to a single preferred visual feature like an oriented edge or object identity, resulting in a ""one-tailed"" distribution of responses to natural images. However, surprisingly, we instead find ""two-tailed"" response distributions of neurons in higher-order visual cortex (macaque V4), suggesting that V4 neurons have both preferred and anti-preferred stimuli. We ran further experiments to validate the existence of anti-preferred stimuli in V4. We find that these anti-preferred stimuli help to shape a neuron's tuning: Only a small number of preferred and anti-preferred images are needed to estimate the rest of a neuron's tuning. Moreover, in a psychophysics task, humans rely on anti-preferred images to interpret and predict V4 stimulus tuning; this was not the case for hidden units from a deep neural network. We find that the preferred and anti-preferred visual features, while clearly distinguishable for individual neurons, are not easily distinguishable across neurons. Thus, the V4 population seemingly encodes anti-preferred stimuli to double its capacitity for feature selectivity. To encourage future experiments searching for anti-preferred stimuli, we release a tool called ImageBeagle to efficiently ""hunt"" for a neuron's preferred and anti-preferred stimuli by traversing the nearest neighbor graph of 30 million natural images. Overall, we establish anti-preferred stimuli as an important encoding property of V4 neurons. Our work embarks on a new quest in neuroscience to search for anti-preferred stimuli along the visual stream as well as update our deep neural network models of visual cortex to account for the two-tailed response distributions of neurons.",Poster,applications to neuroscience & cognitive science,"computational neuroscience, neuronal tuning, stimulus selectivity, higher-order visual cortex, human psychophysics, stimulus optimization, deep neural networks","2, 4, 6, 6, 8","3, 2, 3, 3, 3","3, 3, 4, 4, 4","3, 3, 2, 3, 3","2, 3, 4, 3, 3",https://openreview.net/pdf?id=RZ8esDBqMJ,0.028534146090672268,AI for Life Sciences,high,The paper investigates neuroscience phenomena in the primate visual cortex and human psychophysics. This fits the AI for Life Sciences category as it explicitly covers neuroscience and cognitive science research.,0.3558952272006185
https://openreview.net/forum?id=5xBT5Ziute,MatRIS: Toward Reliable and Efficient Pretrained Machine Learning Interaction Potentials,"Universal MLIPs (uMLIPs) demonstrate broad applicability across diverse material systems and have emerged as a powerful and transformative paradigm in chemical and computational materials science. Equivariant uMLIPs achieve state-of-the-art accuracy in a wide range of benchmarks by incorporating equivariant inductive bias. However, the reliance on tensor products and high-degree representations makes them computationally costly. This raises a fundamental question: as quantum mechanical-based datasets continue to expand, can we develop a more compact model to thoroughly exploit high-dimensional atomic interactions? 
In this work, we present MatRIS (Materials Representation and Interaction Simulation), an invariant uMLIP that introduces attention-based modeling of three-body interactions. MatRIS leverages a novel separable attention mechanism with linear complexity $O(N)$, enabling both scalability and expressiveness. MatRIS delivers accuracy comparable to that of leading equivariant models on a wide range of popular benchmarks (Matbench-Discovery, MatPES, MDR phonon, Molecular dataset, etc). Taking Matbench-Discovery as an example, MatRIS achieves an F1 score of up to 0.847 while improving training efficiency by 13.0–13.5$\times$ at comparable accuracy. The work indicates that our carefully designed invariant models can match or exceed the accuracy of equivariant models at a fraction of the cost, shedding light on the development of accurate and efficient uMLIPs.",Poster,"applications to physical sciences (physics, chemistry, biology, etc.)","Universal Machine Learning Interatomic Potentials, Training Efficiency, Accuracy","4, 4, 6","3, 2, 1","5, 4, 4","3, 2, 3","3, 3, 3",https://openreview.net/pdf?id=5xBT5Ziute,-0.0500287137223257,AI for Life Sciences,medium,"The paper presents a machine learning framework for modeling atomic interactions in materials science, which aligns with the molecular modeling scope within the AI for Life Sciences category. Given the absence of a separate physical sciences category, this domain-specific application is the most appropriate classification.",0.35324085683015716
https://openreview.net/forum?id=CYmjrbQRyM,ASMIL: Attention-Stabilized Multiple Instance Learning for Whole-Slide Imaging,"Attention-based multiple instance learning (MIL) has emerged as a powerful framework for whole slide image (WSI) diagnosis,  leveraging attention to aggregate instance-level features into bag-level predictions. Despite this success, we find that such methods exhibit a new failure mode: unstable attention dynamics.  Across four representative attention-based MIL methods and two public WSI datasets, we observe that attention distributions oscillate across epochs rather than converging to a consistent pattern, degrading performance. This instability adds to two previously reported challenges: overfitting and over-concentrated attention distribution. To simultaneously overcome these three limitations, we introduce attention-stabilized multiple instance learning (ASMIL), a novel unified framework. ASMIL uses an anchor model to stabilize attention, replaces softmax with a normalized sigmoid function in the anchor to prevent over-concentration, and applies token random dropping to mitigate overfitting. Extensive experiments demonstrate that ASMIL achieves up to a 6.49% F1 score improvement over state-of-the-art methods. Moreover, integrating the anchor model and normalized sigmoid into existing attention-based MIL methods consistently boosts their performance, with F1 score gains up to 10.73%. All code and data are publicly available at https://anonymous.4open.science/r/ASMIL-5018/.",Poster,"applications to computer vision, audio, language, and other modalities","Whole slide image, Multiple instance learning","6, 6, 6, 6","3, 3, 4, 3","4, 3, 4, 4","3, 3, 3, 3","3, 2, 3, 2",https://openreview.net/pdf?id=CYmjrbQRyM,0.5156652916454252,AI for Life Sciences,high,"The paper develops a method specifically for whole-slide image diagnosis, which is a core task in digital pathology and medicine. Although it proposes a generalizable framework, the primary contribution and evaluation are centered on healthcare applications.",0.35049778202613957
https://openreview.net/forum?id=oxgcPoDkNv,Bridging Radiology and Pathology Foundation Models via Concept-Based Multimodal Co-Adaptation,"Pretrained medical foundation models (FMs) have shown strong generalization across diverse imaging tasks, such as disease classification in radiology and tumor grading in histopathology. While recent advances in parameter-efficient finetuning have enabled effective adaptation of FMs to downstream tasks, these approaches are typically designed for a single modality. In contrast, many clinical workflows rely on joint diagnosis from heterogeneous domains, such as radiology and pathology, where fully leveraging the representation capacity of multiple FMs remains an open challenge. To address this gap, we propose Concept Tuning and Fusing (CTF), a parameter-efficient framework that uses clinically grounded concepts as a shared semantic interface to enable cross-modal co-adaptation before fusion. By incorporating task-specific concepts that are relevant across modalities, CTF aligns radiology and pathology representations, thereby enhancing their complementarity and enabling interpretation. We further design a Global–Context–Shared Prompt (GCSP) mechanism, which employs a small set of learnable tokens to capture domain-specific priors, shared patient-level information, and cross-domain context. The resulting concept alignment scores from each modality are then fused to produce a final prediction. Extensive experiments demonstrate that CTF outperforms strong unimodal, latent-fusion, and adapter-based baselines (e.g., AUC 0.903 on TCGA-GBMLGG). Notably, CTF achieves these gains without finetuning the full FMs, requiring only 0.15\% additional parameters, thus highlighting the effectiveness of concept-based multimodal co-adaptation. Our code is anonymously available at: https://anonymous.4open.science/r/CTF-27C2.",Poster,"applications to computer vision, audio, language, and other modalities","multimodal learning, concept-based learning, foundation models, parameter-efficient fine-tuning, medical imaging, survival analysis","4, 6, 6, 6","2, 2, 3, 3","5, 5, 3, 4","2, 3, 3, 2","2, 3, 3, 3",https://openreview.net/pdf?id=oxgcPoDkNv,0.0006537510665550195,AI for Life Sciences,high,"The paper focuses on adapting foundation models for joint diagnosis in radiology and pathology, which are core healthcare applications. The method is specifically designed to align medical representations for clinical workflows.",0.33566091677177823
