site,title,abstract,status,primary_area,keywords,rating,presentation,confidence,soundness,contribution,pdf_link,score_top_overall,llm_category,llm_confidence,llm_reasoning,local_top_overall
https://openreview.net/forum?id=arfeGsDWoq,RayI2P: Learning Rays for Image-to-Point Cloud Registration,"Image-to-point cloud registration aims to estimate the 6-DoF camera pose of a query image relative to a 3D point cloud map. Existing methods fall into two categories: matching-free methods regress pose directly using geometric priors, but lack fine-grained supervision and struggle with precise alignment; matching-based methods construct dense 2D-3D correspondences for PnP-based pose estimation, but are fundamentally limited by projection ambiguity (where multiple geometrically distinct 3D points project to the same image patch, leading to ambiguous feature representations) and scale inconsistency (where fixed-size image patches correspond to 3D regions of varying physical size, causing misaligned receptive fields across modalities). To address these issues, we propose a novel ray-based registration framework that   first predicts patch-wise 3D ray bundles connecting image patches to the 3D scene and then estimates camera pose via a differentiable ray-guided regression module, bypassing the need for explicit 2D-3D correspondences. This formulation naturally resolves projection ambiguity, provides scale-consistent geometry encoding, and enables fine-grained supervision for accurate pose estimation. Experiments on KITTI and nuScenes show that our approach achieves state-of-the-art registration accuracy, outperforming existing methods.",Poster,"applications to computer vision, audio, language, and other modalities",Image-to-Point Cloud Registration,"4, 6, 8","3, 3, 3","4, 2, 3","2, 3, 3","3, 3, 3",https://openreview.net/pdf?id=arfeGsDWoq,0.27979661790891214,Robotics,high,"The paper focuses on camera pose estimation and registration using autonomous driving datasets like KITTI and nuScenes. Since autonomous driving and navigation are explicitly included in the Robotics category, this is the most relevant classification.",0.35079041630911445
https://openreview.net/forum?id=3UE3Aatcjy,HWC-Loco: A Hierarchical Whole-Body Control Approach to Robust Humanoid Locomotion,"Humanoid robots, capable of assuming human roles in various workplaces, have become essential to the advancement of embodied intelligence. However, as robots with complex physical structures, learning a control model that can operate robustly across diverse environments remains inherently challenging, particularly under the discrepancies between training and deployment environments. In this study, we propose HWC-Loco, a robust whole-body control algorithm tailored for humanoid locomotion tasks. By reformulating policy learning as a robust optimization problem, HWC-Loco explicitly learns to recover from safety-critical scenarios. While prioritizing safety guarantees, overly conservative behavior can compromise the robot's ability to complete the given tasks. To tackle this challenge, HWC-Loco leverages a hierarchical policy for robust control. This policy can dynamically resolve the trade-off between goal-tracking and safety recovery, guided by human behavior norms and dynamic constraints. To evaluate the performance of HWC-Loco, we conduct extensive comparisons against state-of-the-art humanoid control models, demonstrating HWC-Loco's superior performance across diverse terrains, robot structures, and locomotion tasks under both simulated and real-world environments.",Poster,"applications to robotics, autonomy, planning","Humanoid, Reinforcement Learning, Whole-body Control","4, 4, 6, 8","3, 3, 3, 4","4, 3, 3, 4","2, 3, 3, 4","3, 2, 3, 4",https://openreview.net/pdf?id=3UE3Aatcjy,0.37212251081163866,Robotics,high,"The paper focuses on control algorithms for humanoid robots, specifically addressing locomotion and safety in physical environments. This aligns directly with the Robotics category covering embodied AI and control systems.",0.3456010119031229
https://openreview.net/forum?id=TmYcqOnxhN,Exo-Plore: Exploring Exoskeleton Control Space through Human-aligned Simulation,"Exoskeletons show great promise for enhancing mobility, but providing appropriate assistance remains challenging due to the complexity of human adaptation to external forces. Current state-of-the-art approaches for optimizing exoskeleton controllers require extensive human experiments in which participants must walk for hours, creating a paradox: those who could benefit most from exoskeleton assistance, such as individuals with mobility impairments, are rarely able to participate in such demanding procedures. We present Exo-plore, a simulation framework that combines neuromechanical simulation with deep reinforcement learning to optimize hip exoskeleton assistance without requiring real human experiments. Exo-plore can (1) generate realistic gait data that captures human adaptation to assistive forces, (2) produce reliable optimization results despite the stochastic nature of human gait, and (3) generalize to pathological gaits, showing strong linear relationships between pathology severity and optimal assistance.",Poster,"applications to robotics, autonomy, planning","Deep reinforcement learning,  Musculoskeletal simulation,  Pathological gait generalization,  Sim-to-real matching","2, 4, 8, 10","2, 3, 4, 4","4, 3, 5, 4","3, 2, 4, 4","2, 2, 4, 3",https://openreview.net/pdf?id=TmYcqOnxhN,0.40505064651149336,Robotics,high,"The paper focuses on optimizing control policies for exoskeletons, which are wearable robotic devices, using simulation and reinforcement learning. This aligns directly with robotics control systems and embodied AI.",0.33994905137045517
https://openreview.net/forum?id=748bHL2BAv,Ctrl-World: A Controllable Generative World Model for Robot Manipulation,"Generalist robot policies can now perform a wide range of manipulation skills, but evaluating and improving their ability with unfamiliar objects and instructions remains a significant challenge. Rigorous evaluation requires a large number of real-world rollouts, while systematic improvement demands additional corrective data with expert labels. Both of these processes are slow, costly, and difficult to scale.
World models offer a promising, scalable alternative by enabling policies to rollout within imagination space. 
However, a key challenge is building a controllable world model that can handle multi-step interactions with generalist robot policies. 
This requires a world model compatible with modern generalist policies by supporting multi-view prediction, fine-grained action control, and consistent long-horizon interactions, which is not achieved by previous works.
In this paper, we make a step forward by introducing a controllable multi-view world model that can be used to evaluate and improve the instruction-following ability of generalist robot policies. Our model maintains long-horizon consistency with a pose-conditioned memory retrieval mechanism and achieves precise action control through frame-level action conditioning. Trained on the DROID dataset (95k trajectories, 564 scenes), our model generates spatially and temporally consistent trajectories under novel scenarios and new camera placements for over 20 seconds. We show that our method can accurately rank policy performance without real-world robot rollouts. Moreover, by synthesizing successful trajectories in imagination and using them for supervised fine-tuning, our approach can improve policy success by 44.7\%. Videos can be found at https://sites.google.com/view/ctrl-world.",Poster,"applications to robotics, autonomy, planning","World Model, Vision-Language-Action Model (VLA)","4, 6, 6, 8","3, 3, 3, 4","3, 4, 5, 4","2, 2, 3, 4","2, 3, 3, 3",https://openreview.net/pdf?id=748bHL2BAv,0.3011699824274871,Robotics,high,"The paper introduces a controllable world model specifically designed to evaluate and improve generalist robot policies for manipulation tasks. Since the primary contribution targets embodied AI and robot control systems, it belongs in Robotics.",0.32381586937855783
https://openreview.net/forum?id=CMU8GxwpUL,$AutoDrive\text{-}P^3$: Unified Chain of Perception–Prediction–Planning Thought via Reinforcement Fine-Tuning,"Vision-language models (VLMs) are increasingly being adopted for end-to-end autonomous driving systems due to their exceptional performance in handling long-tail scenarios. However, current VLM-based approaches suffer from two major limitations: 1) Some VLMs directly output planning results without chain-of-thought (CoT) reasoning, bypassing crucial perception and prediction stages which creates a significant domain gap and compromises decision-making capability; 2) Other VLMs can generate outputs for perception, prediction, and planning tasks but employ a fragmented decision-making approach where these modules operate seperately, leading to a significant lack of synergy that undermines true planning performance. To address these limitations, we propose ${AutoDrive\text{-}P^3}$, a novel framework that seamlessly integrates $\underline{\textbf{P}}$erception, $\underline{\textbf{P}}$rediction, and $\underline{\textbf{P}}$lanning through structured reasoning. We introduce the ${P^3\text{-}CoT}$ dataset to facilitate coherent reasoning and propose ${P^3\text{-}GRPO}$, a hierarchical reinforcement learning algorithm that provides progressive supervision across all three tasks. Specifically, ${AutoDrive\text{-}P^3}$ progressively generates CoT reasoning and answers for perception, prediction, and planning, where perception provides essential information for subsequent prediction and planning, while both perception and prediction collectively contribute to the final planning decisions, enabling safer and more interpretable autonomous driving. Additionally, to balance inference efficiency with performance, we introduce dual thinking modes: detailed thinking and fast thinking. Extensive experiments on both open-loop (nuScenes) and closed-loop (NAVSIMv1/v2) benchmarks demonstrate that our approach achieves state-of-the-art performance in planning tasks.",Poster,"applications to robotics, autonomy, planning","Autonomous Driving,  Vision-Language Models,  Reinforcement Learning","4, 6, 6, 8","3, 4, 3, 3","5, 4, 3, 4","3, 2, 3, 3","2, 3, 3, 3",https://openreview.net/pdf?id=CMU8GxwpUL,0.3011699824274871,Robotics,high,"The paper presents a novel framework for autonomous driving that integrates perception, prediction, and planning using vision-language models and reinforcement learning. As autonomous driving is explicitly listed under the Robotics category, this is the most appropriate classification.",0.32381586937855783
https://openreview.net/forum?id=IvUM6UwYCJ,Empowering Multi-Robot Cooperation via Sequential World Models,"Model-based reinforcement learning (MBRL) has achieved remarkable success in robotics due to its high sample efficiency and planning capability.
However, extending MBRL to physical multi-robot cooperation remains challenging due to the complexity of joint dynamics.
To address this challenge, we propose the Sequential World Model (**SeqWM**), a novel framework that integrates the sequential paradigm into multi-robot MBRL.
SeqWM employs independent, autoregressive agent-wise world models to represent joint dynamics, where each agent generates its future trajectory and plans its actions based on the predictions of its predecessors.
This design lowers modeling complexity and enables the emergence of advanced cooperative behaviors through explicit intention sharing.
Experiments on Bi-DexHands and Multi-Quadruped demonstrate that SeqWM outperforms existing state-of-the-art model-based and model-free baselines in both overall performance and sample efficiency, while exhibiting advanced cooperative behaviors such as predictive adaptation, temporal alignment, and role division.
Furthermore, SeqWM has been successfully deployed on physical quadruped robots, validating its effectiveness in real-world multi-robot systems.
Demos and code are available at:  https://github.com/zhaozijie2022/seqwm",Poster,reinforcement learning,"Model-based Reinforcement Learning, Multi-Agent Reinforcement Learning, Multi-Robot Cooperation","2, 6, 8, 8","2, 2, 4, 3","4, 3, 3, 3","3, 3, 4, 4","2, 3, 3, 3",https://openreview.net/pdf?id=IvUM6UwYCJ,0.6386771597431216,Robotics,high,"The paper proposes a framework for multi-robot cooperation validated on physical quadruped robots, focusing on embodied AI and control systems. This clearly fits the Robotics category as the primary domain and application.",0.31268379367793686
https://openreview.net/forum?id=aQWSEjcN9V,Endowing GPT-4 with a Humanoid Body: Building the Bridge Between Off-the-Shelf VLMs and the Physical World,"In this paper, we explore how to empower general-purpose Vision-Language Models (VLMs) to control humanoid agents. General-purpose VLMs (e.g., GPT-4) exhibit strong open-world generalization, and remove the need for additional fine-tuning data. To build such an agent, two key components are required: (1) an embodied instruction compiler, which enables the VLM to observe the scene and translate high-level user instructions into low-level control parameters; and (2) a motion executor, which generates human motions from these parameters while adapting to real-time physical feedback.
We present BiBo, a VLM-driven humanoid agent composed of an embodied instruction compiler and a diffusion-based motion executor. The compiler interprets user instructions in context with the environment, and leverages a chain of visual question answering (VQA) to guide the VLM in specifying control parameters (e.g., motion captions, locations). The diffusion executor extends future joint trajectories from prior motion, conditioned on both control parameters and environmental feedback.
Experiments demonstrate that BiBo achieves an interaction task success rate of 90.2\% in open environments, and improves the precision of text-guided motion execution by 16.3\% over prior methods. BiBo handles not only basic interaction but also diverse motions, and even dancing while striking at a sandbag. The code will be released upon publication.",Poster,generative models,"human-scene interaction, VLM agent, motion generation","4, 6, 6, 6","3, 3, 3, 4","4, 3, 4, 5","2, 3, 4, 4","2, 3, 3, 3",https://openreview.net/pdf?id=aQWSEjcN9V,0.5656198115693872,Robotics,high,The paper focuses on enabling VLMs to control physical humanoid agents through motion execution and environmental feedback. This aligns directly with embodied AI and physical robot control systems.,0.3087122882621338
https://openreview.net/forum?id=fHLtSxDFKC,Genie Envisioner: A Unified World Foundation Platform for Robotic Manipulation,"We introduce Genie Envisioner (GE), a unified world foundation platform for robotic manipulation that jointly learns visual representations and action policies within a single video-generative framework. At its core, GE-Base is a large-scale instruction-conditioned video diffusion model that captures the spatial, temporal, and semantic dynamics of real-world robotic interactions in a structured latent space. Building on this foundation, GE-Act employs a lightweight flow-matching decoder to map latent representations into executable action trajectories, enabling precise and generalizable policy inference across diverse embodiments with minimal supervision. Trained on over 1 million manipulation episodes, GE supports both short- and long-horizon tasks, and generalizes across embodiments.  All code, models, and benchmarks will be released publicly.",Poster,"applications to robotics, autonomy, planning","World Action Model,  Embodied AI,  Vision-language-action,  Robotic Manipulation","4, 4, 8, 8","2, 3, 4, 4","4, 4, 3, 4","3, 3, 3, 3","3, 2, 3, 3",https://openreview.net/pdf?id=fHLtSxDFKC,0.3735884237337878,Robotics,high,"The paper presents a foundation model specifically designed for robotic manipulation, learning action policies and visual representations for physical embodiments. This core focus on control systems and embodied AI aligns directly with the Robotics category.",0.2998766550277276
https://openreview.net/forum?id=l9i6q2bXnj,ARINBEV: Bird's-Eye View Layout Estimation with Conditional Autoregressive Model,"Recent advances in Bird’s Eye View (BEV) layout estimation have advanced through refinements in architectural and geometric design. However, existing methods often overlook the structured relationships among traffic elements. Components such as drivable areas, lane dividers, and pedestrian crossings constitute an interdependent system governed by civil engineering standards. For instance, stop lines precede crosswalks, which align with sidewalks, while lane dividers follow road curvature. To capture these interdependencies, we propose \textbf{ARINBEV}, an autoregressive model for BEV map estimation. Unlike prior generative approaches that rely on complex multiphase training or encoder-decoder architectures, ARINBEV employs a single-stage, decoder-only autoregressive design. This architecture enables semantically consistent BEV map estimation. On nuScenes and Argoverse2, ARINBEV attains 64.3 and 65.6 mIoU, respectively, while using $1.7\times$ fewer parameters and training $1.8\times$ faster than state-of-the-art models.",Poster,"applications to robotics, autonomy, planning","BEV semantic Segmentation, Autonomous Driving, Autoregressive Generative Models","4, 6, 6","3, 2, 3","3, 3, 4","3, 3, 3","3, 2, 4",https://openreview.net/pdf?id=l9i6q2bXnj,0.3989832987671697,Robotics,high,The paper focuses on Bird's-Eye View layout estimation for autonomous driving using standard navigation datasets. This aligns directly with the Robotics category's explicit inclusion of autonomous driving and real-world navigation.,0.2935067649239693
https://openreview.net/forum?id=eUGoqrZ6Ea,Self-Improving Vision-Language-Action Models with Data Generation via Residual RL,"Supervised fine-tuning (SFT) has become the de facto post-training strategy for large vision-language-action (VLA) models, but its reliance on costly human demonstrations limits scalability and generalization. We propose Probe, Learn, Distill (PLD), a plug-and-play framework that improves VLAs through residual reinforcement learning and distribution-aware data collection. In Stage 1 (specialist acquisition), we freeze the VLA backbone and train lightweight residual actors via off-policy RL. These specialists take over in states where the base policy fails, thereby probing failure regions of the generalist. In Stage 2 (data collection), we employ a hybrid rollout scheme that biases residual interventions toward states frequently visited by the base policy, aligning collected trajectories with the generalist’s deployment distribution while capturing recovery behaviors. In Stage 3 (fine-tuning), these curated trajectories are distilled back into the generalist with standard SFT, applicable to both flow-matching and autoregressive heads. We evaluate PLD across diverse settings: it achieves a near-saturated 99% task success rate on the LIBERO benchmark, delivers over 50% performance gains in SimplerEnv, and demonstrates practicality on real-world Franka arm manipulation tasks. We further provide ablations showing that residual policy probing and distribution-aware replay are key to collecting deployment-aligned data that improves VLAs’ capabilities on both seen and unseen tasks. Our results demonstrate that RL-generated, policy-aligned data can surpass teleoperation-only demonstrations, offering a scalable path toward self-improving VLA models.",Poster,"applications to robotics, autonomy, planning","VLA, Robot Foundation Model, Robot Learning, Reinforcement Learning","4, 6, 6, 8","2, 3, 3, 4","5, 3, 3, 3","3, 3, 3, 3","3, 2, 3, 3",https://openreview.net/pdf?id=eUGoqrZ6Ea,0.4436173869393796,Robotics,high,"The paper presents a framework to improve Vision-Language-Action models for manipulation tasks using residual reinforcement learning. As VLA models are central to embodied AI and the evaluation involves real-world robot arms, this aligns best with the Robotics category.",0.29287688159861375
https://openreview.net/forum?id=PmQlMTBmpa,Beyond Visual Reconstruction Quality: Object Perception-aware 3D Gaussian Splatting for Autonomous Driving,"Reconstruction techniques, such as 3D Gaussian Splatting (3DGS), are increasingly used for generating scenarios in autonomous driving system (ADS) research. Existing 3DGS-based works for autonomous driving scenario generation have, through various optimizations, achieved high visual similarity in reconstructed scenes. However, this route is built on a strong assumption: that higher scene similarity directly translates into better preservation of ADS behaviour. Unfortunately, this assumption has not been effectively validated, and ADS behaviour is more closely related to the objects within the field of view rather than the global image.
Thus, we focus on the perception module—the entry point of ADS. Preliminary experiments reveal that although current methods can produce reconstructions with high overall similarity, they often fail to ensure that the perception module outputs remain consistent with those obtained from the original images. Such a limitation can significantly harm the applicability of reconstruction in the ADS domain. To address this gap, we propose two complementary solutions: a perception-aligned loss, which directly leverages the output differences between reconstructed and ground truth images during the training process; and an object zone quality loss, which specifically reinforces the training on object locations identified by the perception model on ground-truth images. Experiments demonstrate that both of our methods improve the ability of reconstructed scenes to preserve consistency between the perception module outputs and those from the ground-truth inputs.",Poster,"applications to computer vision, audio, language, and other modalities","Scene reconstruction, Object detection, Autonomous Driving System","2, 6, 6, 6","3, 3, 3, 4","4, 4, 4, 5","3, 3, 3, 3","2, 3, 3, 4",https://openreview.net/pdf?id=PmQlMTBmpa,0.2205804448958407,Robotics,high,"The paper focuses on improving 3D scene reconstruction specifically for autonomous driving systems (ADS) perception. Since autonomous driving is explicitly listed under the Robotics category, this is the most accurate classification.",0.2838765868522828
https://openreview.net/forum?id=a1zfcaNTkM,ExoPredicator: Learning Abstract Models of Dynamic Worlds for Robot Planning,"Long‑horizon embodied planning is challenging because the world does not only change through an agent’s actions: exogenous processes (e.g., water heating, dominoes cascading) unfold concurrently with the agent's actions. We propose a framework for abstract world models that jointly learns (i) symbolic state representations and (ii) causal processes for both endogenous actions and exogenous mechanisms. Each causal process models the time course of a stochastic causal-effect relation. We learn these world models from limited data via variational Bayesian inference combined with LLM proposals. Across five simulated tabletop robotics environments, the learned models enable fast planning that generalizes to held‑out tasks with more objects and more complex goals, outperforming a range of baselines.",Poster,"neurosymbolic & hybrid AI systems (physics-informed, logic & formal reasoning, etc.)","learning abstractions for planning, neuro-symbolic ai, concept learning","2, 8, 8, 8","1, 4, 3, 3","2, 2, 3, 3","3, 4, 3, 3","2, 3, 3, 3",https://openreview.net/pdf?id=a1zfcaNTkM,0.5556974886908663,Robotics,high,The core contribution is a framework for embodied planning and world modeling evaluated in simulated robotics environments. This directly fits the Robotics category encompassing embodied AI and planning.,0.2742012088298135
https://openreview.net/forum?id=KVWaCzJrrq,AutoDrive-R²: Incentivizing Reasoning and Self-Reflection Capacity for VLA Model in Autonomous Driving,"Vision–Language–Action (VLA) models in autonomous driving systems have recently demonstrated transformative potential by integrating multimodal perception with decision-making capabilities. However, the interpretability and coherence of the decision process and the plausibility of action sequences remain largely underexplored. To address these issues, we propose AutoDrive-R², a novel VLA framework that enhances both reasoning and self-reflection capabilities of autonomous driving systems through chain-of-thought (CoT) processing and reinforcement learning (RL). Specifically, we first propose an innovative CoT dataset named nuScenesR²-6K for supervised fine-tuning, which effectively builds cognitive bridges between input information and output trajectories through a four-step logical chain with self-reflection for validation. Moreover, to maximize both reasoning and self-reflection during the RL stage, we further employ the Group Relative Policy Optimization (GRPO) algorithm within a physics-grounded reward framework that incorporates spatial alignment, vehicle dynamic, and temporal smoothness criteria to ensure reliable and realistic trajectory planning. Extensive evaluation results across both nuScenes and Waymo datasets demonstrates the state-of-the-art performance and robust generalization capacity of our proposed method.",Poster,"applications to robotics, autonomy, planning","Applications, Robots, Vision–Language–Action Models","4, 6, 6, 8","3, 3, 3, 4","4, 3, 4, 4","2, 3, 3, 3","2, 3, 3, 3",https://openreview.net/pdf?id=KVWaCzJrrq,0.27364521303405615,Robotics,high,"The paper focuses on enhancing autonomous driving systems through VLA models, trajectory planning, and vehicle dynamics control. Since autonomous driving is explicitly listed under the Robotics category, this is the most accurate classification.",0.2675852238851872
https://openreview.net/forum?id=euMVC1DO4k,Spatial Forcing: Implicit Spatial Representation Alignment for Vision-language-action Model,"Vision-language-action (VLA) models have recently shown strong potential in enabling robots to follow language instructions and execute precise actions. However, most VLAs are built upon vision-language models pretrained solely on 2D data, which lack accurate spatial awareness and hinder their ability to operate in the 3D physical world. Existing solutions attempt to incorporate explicit 3D sensor inputs such as depth maps or point clouds, but these approaches face challenges due to sensor noise, hardware heterogeneity, and incomplete depth coverage in existing datasets. Alternative methods that estimate 3D cues from 2D images also suffer from the limited performance of depth estimators. We propose Spatial Forcing (SF), a simple yet effective alignment strategy that implicitly forces VLA models to develop spatial comprehension capabilities without relying on explicit 3D inputs or depth estimators. SF aligns intermediate visual embeddings of VLAs with geometric representations produced by pretrained 3D foundation models. By enforcing alignment at intermediate layers, SF guides VLAs to encode richer spatial representations that enhance action precision. Extensive experiments in simulation and real-world environments demonstrate that SF achieves state-of-the-art results, surpassing both 2D- and 3D-based VLAs. SF further accelerates training by up to 3.8× and improves data efficiency across diverse robotic tasks.",Poster,"applications to robotics, autonomy, planning","Vision-language-action Model, Representation Learning","4, 6, 6, 8","3, 3, 3, 3","4, 3, 4, 4","3, 3, 2, 3","2, 3, 3, 3",https://openreview.net/pdf?id=euMVC1DO4k,0.27364521303405615,Robotics,high,"The paper introduces a method to improve spatial awareness in Vision-language-action models specifically for robot control and action execution. Since the focus is on embodied AI and operating in the physical world, it aligns best with the Robotics category.",0.2675852238851872
https://openreview.net/forum?id=osxP6FafPZ,SimULi: Real-Time LiDAR and Camera Simulation with Unscented Transforms,"Rigorous testing of autonomous robots, such as self-driving vehicles, is essential to ensure their safety in real-world deployments. This requires building high-fidelity simulators to test scenarios beyond those that can be safely or exhaustively collected in the real-world. Existing neural rendering methods based on NeRF and 3DGS hold promise but suffer from low rendering speeds or can only render pinhole camera models, hindering their suitability to applications that commonly require high-distortion lenses and LiDAR data. Multi-sensor simulation poses additional challenges as existing methods handle cross-sensor inconsistencies by favoring the quality of one modality at the expense of others. To overcome these limitations, we propose SimULi, the first method capable of rendering arbitrary camera models and LiDAR data in real-time. Our method extends 3DGUT, which natively supports complex camera models, with LiDAR support, via an automated tiling strategy for arbitrary spinning LiDAR models and ray-based culling. To address cross-sensor inconsistencies, we design a factorized 3D Gaussian representation and anchoring strategy that reduces mean camera and depth error by up to 40% compared to existing methods. SimULi renders 10-20$\times$ faster than ray tracing approaches and 1.5-14$\times$ faster than prior rasterization-based work (and handles a wider range of camera models). When evaluated on two widely benchmarked autonomous driving datasets, SimULi matches or exceeds the fidelity of existing state-of-the-art methods across numerous camera and LiDAR metrics.",Poster,"applications to computer vision, audio, language, and other modalities","neural rendering, 3d gaussians, 3d vision","4, 6, 6, 8","3, 3, 3, 4","5, 3, 3, 4","3, 3, 2, 3","2, 3, 3, 3",https://openreview.net/pdf?id=osxP6FafPZ,0.27364521303405615,Robotics,high,"The paper presents a simulation framework specifically designed for autonomous driving vehicles, focusing on LiDAR and camera sensor fidelity. This aligns directly with the Robotics category, which explicitly includes autonomous driving and sim-to-real transfer contexts.",0.2675852238851872
https://openreview.net/forum?id=LPv59noPAy,Uncertainty-Aware Gaussian Map for Vision-Language Navigation,"Vision-Language Navigation (VLN) requires an agent to navigate 3D environments following natural language instructions. During navigation, existing agents commonly encounter perceptual uncertainty, such as insufficient evidence for reliable grounding or ambiguity in interpreting spatial cues, yet they typically ignore such information when predicting actions. In this work, we explicitly model three forms of perceptual uncertainty (i.e., geometric, semantic, and appearance uncertainty) and integrate them into the agent’s observation space to enable informed decision-making. Concretely, our agent first constructs a Semantic Gaussian Map (SGM), composed of differentiable 3D Gaussian primitives initialized from panoramic observations, that encodes both the geometric structure and semantic content of the environment. On top of SGM, geometric uncertainty is estimated through variational perturbations of Gaussian position and scale to assess structural reliability; semantic uncertainty is captured by perturbing Gaussian semantic attributes to reveal ambiguous interpretations; and appearance uncertainty is characterized by Fisher Information, which measures the sensitivity of rendered observations to Gaussian-level variations. These uncertainties are incorporated into SGM, extending it into a unified 3D Value Map, which grounds them as affordances and constraints that support reliable navigation. Comprehensive evaluations across multiple VLN benchmarks (i.e., R2R, RxR, REVERIE) demonstrate the effectiveness of our agent. The code will be released.",Poster,"applications to robotics, autonomy, planning","Vision-Language Navigation, Unvertainty Estimation, 3D Value Map, Gaussian Splatting","4, 6, 6","3, 3, 2","4, 4, 3","2, 3, 3","3, 3, 3",https://openreview.net/pdf?id=LPv59noPAy,0.17235373356007164,Robotics,high,"The paper focuses on Vision-Language Navigation, a core embodied AI task involving agent movement and decision-making in 3D environments. This aligns directly with the Robotics category's definition encompassing embodied AI and navigation.",0.2597845546394005
https://openreview.net/forum?id=ULTWUuGhC3,Interleave-VLA: Enhancing Robot Manipulation with Image-Text Interleaved Instructions,"The rise of foundation models paves the way for generalist robot policies in the physical world. Existing methods relying on text-only instructions often struggle to generalize to unseen scenarios. We argue that interleaved image-text inputs offer richer and less biased context and enable robots to better handle unseen tasks with more versatile human-robot interaction.
Building on this insight, we introduce Interleave-VLA, a robot learning paradigm extending interleaved image-text instructions from digital world to directly generating continuous action sequences in the physical world.
Interleave-VLA offers a natural, flexible, and model-agnostic paradigm that extends state-of-the-art vision-language-action (VLA) models with minimal modifications while achieving strong zero-shot generalization.
Interleave-VLA also includes an automatic pipeline that converts text instructions from Open X-Embodiment into interleaved image-text instructions, resulting in a large-scale real-world interleaved embodied dataset with 210k episodes.
Comprehensive evaluation in simulation and the real world shows that Interleave-VLA offers two major benefits: (1) improves out-of-domain generalization to unseen objects by 2× compared to text input baselines, (2) supports flexible task interfaces and diverse instructions in a zero-shot manner, such as hand-drawn sketches.
We attribute Interleave-VLA's strong zero-shot capability to the use of instruction images, which effectively mitigate hallucinations, and the inclusion of heterogeneous multimodal datasets, enriched with Internet-sourced images, offering potential for scalability. [Our project site](https://interleave-vla.github.io/Interleave-VLA-Anonymous/) has more information.",Poster,"applications to robotics, autonomy, planning","Robot Learning, Foundation Model, Multimodal Learning","4, 4, 6, 8","3, 3, 3, 4","3, 4, 4, 5","3, 3, 3, 4","2, 3, 3, 3",https://openreview.net/pdf?id=ULTWUuGhC3,0.43367658390919034,Robotics,high,The paper focuses on enhancing robot manipulation and control policies using multimodal instructions in the physical world. It introduces a vision-language-action model specifically designed for embodied AI tasks and real-world robot generalization.,0.24212662323808384
https://openreview.net/forum?id=18gC6pZVVc,Geometry-aware 4D Video Generation for Robot Manipulation,"Understanding and predicting dynamics of the physical world can enhance a robot's ability to plan and interact effectively in complex environments. While recent video generation models have shown strong potential in modeling dynamic scenes, generating videos that are both temporally coherent and geometrically consistent across camera views remains a significant challenge. To address this, we propose a 4D video generation model that enforces multi-view 3D consistency of generated videos by supervising the model with cross-view pointmap alignment during training. Through this geometric supervision, the model learns a shared 3D scene representation, enabling it to generate spatio-temporally aligned future video sequences from novel viewpoints given a single RGB-D image per view, and without relying on camera poses as input. Compared to existing baselines, our method produces more visually stable and spatially aligned predictions across multiple simulated and real-world robotic datasets. We further show that the predicted 4D videos can be used to recover robot end-effector trajectories using an off-the-shelf 6DoF pose tracker, yielding robot manipulation policies that generalize well to novel camera viewpoints.",Poster,"applications to robotics, autonomy, planning","Video Generation, Robot Manipulation, 3D Perception","4, 6, 6, 8","3, 3, 3, 4","3, 3, 3, 4","2, 3, 3, 4","2, 2, 3, 4",https://openreview.net/pdf?id=18gC6pZVVc,0.4160926175459486,Robotics,high,"The paper proposes a video generation method specifically to enable better robot manipulation policies and trajectory recovery. Since the primary application and evaluation focus on embodied AI control, it belongs in Robotics.",0.23664623610524302
https://openreview.net/forum?id=MY0NHvqzi2,DriveMamba: Task-Centric Scalable State Space Model for Efficient End-to-End Autonomous Driving,"Recent advances towards End-to-End Autonomous Driving (E2E-AD) focus on integrating modular designs into a unified framework for joint optimization. Most of these advances follow a sequential paradigm (i.e., perception-prediction-planning) based on separable Transformer decoders and rely on dense BEV features to encode scene representations. However, such manual ordering design can inevitably cause information loss and cumulative errors, lacking flexible and diverse relation modeling among different modules and sensors. Meanwhile, insufficient training of image backbone and quadratic-complexity of attention mechanism also hinder the scalability and efficiency of E2E-AD system to handle spatiotemporal input. To this end, we propose DriveMamba, a Task-Centric Scalable paradigm for efficient E2E-AD, which integrates dynamic task relation modeling, implicit view correspondence learning and long-term temporal fusion into a single-stage Unified Mamba decoder. Specifically, both extracted image features and expected task outputs are converted into token-level sparse representations in advance, which are then sorted by their instantiated positions in 3D space. The linear-complexity operator enables efficient long-context sequential token modeling to capture task-related inter-dependencies simultaneously. Additionally, a bidirectional trajectory-guided ""local-to-global"" scan method is designed to preserve spatial locality from ego-perspective, thus facilitating the ego-planning. Extensive experiments conducted on nuScenes and Bench2Drive datasets demonstrate the superiority, generalizability and great efficiency of DriveMamba.",Poster,"applications to robotics, autonomy, planning","Autonomous Driving, Task-Centric Paradigm, Scalable State Space Model","6, 6, 6, 6","3, 3, 3, 3","4, 4, 4, 5","3, 3, 3, 2","3, 3, 2, 2",https://openreview.net/pdf?id=MY0NHvqzi2,0.37321788713353266,Robotics,high,The paper proposes a novel model architecture specifically for end-to-end autonomous driving. Autonomous driving is explicitly included in the Robotics category definition.,0.20144237103833454
